source,accuracy_top_n,n
BLAST (new),0.902387454849793,64
GEAC (1st place),0.9770945291163774,64
GEAC (2nd place),0.9732182186591489,64
GEAC (3rd place),0.9344551140868645,64
GEAC (4th place),0.9664346753589992,64
GEAC Ensemble,0.9801779578891727,64
Nielsen & Voigt (2018),0.8460928552550436,64
Alley et al. (2020),0.902827944674478,65
"BLAST (Alley et al., corrected)",0.902916042639415,65
"BLAST (Alley et al., original)",0.814553783807594,65
BLAST (new),0.902916042639415,65
GEAC (1st place),0.9774469209761254,65
GEAC (2nd place),0.973306316624086,65
GEAC (3rd place),0.9344551140868645,65
GEAC (4th place),0.9667870672187473,65
GEAC Ensemble,0.9804422517839838,65
Nielsen & Voigt (2018),0.8470619328693507,65
Alley et al. (2020),0.903092238569289,66
"BLAST (Alley et al., corrected)",0.903180336534226,66
"BLAST (Alley et al., original)",0.814641881772531,66
BLAST (new),0.903180336534226,66
GEAC (1st place),0.9777112148709365,66
GEAC (2nd place),0.97348251255396,66
GEAC (3rd place),0.9344551140868645,66
GEAC (4th place),0.9672275570434323,66
GEAC Ensemble,0.9806184477138578,66
Nielsen & Voigt (2018),0.8486476962382169,66
Alley et al. (2020),0.9036208263589111,67
"BLAST (Alley et al., corrected)",0.9037089243238481,67
"BLAST (Alley et al., original)",0.814994273632279,67
BLAST (new),0.9037089243238481,67
GEAC (1st place),0.9777112148709365,67
GEAC (2nd place),0.973834904413708,67
GEAC (3rd place),0.9344551140868645,67
GEAC (4th place),0.9673156550083694,67
GEAC Ensemble,0.9808827416086688,67
Nielsen & Voigt (2018),0.849616773852524,67
Alley et al. (2020),0.9042375121134701,68
"BLAST (Alley et al., corrected)",0.9038851202537221,68
"BLAST (Alley et al., original)",0.8153466654920272,68
BLAST (new),0.9038851202537221,68
GEAC (1st place),0.9777112148709365,68
GEAC (2nd place),0.9740111003435821,68
GEAC (3rd place),0.9344551140868645,68
GEAC (4th place),0.9674918509382433,68
GEAC Ensemble,0.9809708395736059,68
Nielsen & Voigt (2018),0.8508501453616422,68
Alley et al. (2020),0.9045018060082812,69
"BLAST (Alley et al., corrected)",0.9042375121134701,69
"BLAST (Alley et al., original)",0.8158752532816492,69
BLAST (new),0.9042375121134701,69
GEAC (1st place),0.9777993128358735,69
GEAC (2nd place),0.9740991983085191,69
GEAC (3rd place),0.9344551140868645,69
GEAC (4th place),0.9679323407629283,69
GEAC Ensemble,0.9810589375385429,69
Nielsen & Voigt (2018),0.8513787331512642,69
Alley et al. (2020),0.9047660999030922,70
"BLAST (Alley et al., corrected)",0.9043256100784072,70
"BLAST (Alley et al., original)",0.8163157431063343,70
BLAST (new),0.9043256100784072,70
GEAC (1st place),0.9779755087657475,70
GEAC (2nd place),0.9745396881332041,70
GEAC (3rd place),0.9344551140868645,70
GEAC (4th place),0.9679323407629283,70
GEAC Ensemble,0.9813232314333539,70
Nielsen & Voigt (2018),0.8521716148356973,70
Alley et al. (2020),0.9054708836225883,71
"BLAST (Alley et al., corrected)",0.9045018060082812,71
"BLAST (Alley et al., original)",0.8167562329310193,71
BLAST (new),0.9045018060082812,71
GEAC (1st place),0.9779755087657475,71
GEAC (2nd place),0.9748039820280151,71
GEAC (3rd place),0.9344551140868645,71
GEAC (4th place),0.9681966346577394,71
GEAC Ensemble,0.981587525328165,71
Nielsen & Voigt (2018),0.8534049863448154,71
Alley et al. (2020),0.9061756673420844,72
"BLAST (Alley et al., corrected)",0.9047660999030922,72
"BLAST (Alley et al., original)",0.8168443308959563,72
BLAST (new),0.9047660999030922,72
GEAC (1st place),0.9781517046956215,72
GEAC (2nd place),0.9750682759228262,72
GEAC (3rd place),0.9344551140868645,72
GEAC (4th place),0.9682847326226764,72
GEAC Ensemble,0.9818518192229759,72
Nielsen & Voigt (2018),0.8538454761695005,72
Alley et al. (2020),0.9066161571667695,73
"BLAST (Alley et al., corrected)",0.9047660999030922,73
"BLAST (Alley et al., original)",0.8171967227557043,73
BLAST (new),0.9047660999030922,73
GEAC (1st place),0.9782398026605585,73
GEAC (2nd place),0.9751563738877632,73
GEAC (3rd place),0.9344551140868645,73
GEAC (4th place),0.9683728305876135,73
GEAC Ensemble,0.98202801515285,73
Nielsen & Voigt (2018),0.8547264558188706,73
Alley et al. (2020),0.9068804510615804,74
"BLAST (Alley et al., corrected)",0.9047660999030922,74
"BLAST (Alley et al., original)",0.8172848207206413,74
BLAST (new),0.9047660999030922,74
GEAC (1st place),0.9783279006254956,74
GEAC (2nd place),0.9754206677825742,74
GEAC (3rd place),0.9344551140868645,74
GEAC (4th place),0.9687252224473615,74
GEAC Ensemble,0.98202801515285,74
Nielsen & Voigt (2018),0.8557836313981148,74
Alley et al. (2020),0.9070566469914545,75
"BLAST (Alley et al., corrected)",0.9052946876927143,75
"BLAST (Alley et al., original)",0.8175491146154524,75
BLAST (new),0.9052946876927143,75
GEAC (1st place),0.9785040965553695,75
GEAC (2nd place),0.9754206677825742,75
GEAC (3rd place),0.9344551140868645,75
GEAC (4th place),0.9689895163421725,75
GEAC Ensemble,0.982292309047661,75
Nielsen & Voigt (2018),0.8569289049422958,75
Alley et al. (2020),0.9077614307109506,76
"BLAST (Alley et al., corrected)",0.9054708836225883,76
"BLAST (Alley et al., original)",0.8177253105453264,76
BLAST (new),0.9054708836225883,76
GEAC (1st place),0.9785921945203065,76
GEAC (2nd place),0.9755968637124482,76
GEAC (3rd place),0.9344551140868645,76
GEAC (4th place),0.9690776143071095,76
GEAC Ensemble,0.982556602942472,76
Nielsen & Voigt (2018),0.8571931988371069,76
Alley et al. (2020),0.9081138225706986,77
"BLAST (Alley et al., corrected)",0.9057351775173994,77
"BLAST (Alley et al., original)",0.8179896044401375,77
BLAST (new),0.9057351775173994,77
GEAC (1st place),0.9785921945203065,77
GEAC (2nd place),0.9756849616773853,77
GEAC (3rd place),0.9344551140868645,77
GEAC (4th place),0.9691657122720465,77
GEAC Ensemble,0.982556602942472,77
Nielsen & Voigt (2018),0.8575455906968549,77
Alley et al. (2020),0.9083781164655097,78
"BLAST (Alley et al., corrected)",0.9061756673420844,78
"BLAST (Alley et al., original)",0.8180777024050745,78
BLAST (new),0.9061756673420844,78
GEAC (1st place),0.9786802924852436,78
GEAC (2nd place),0.9756849616773853,78
GEAC (3rd place),0.9344551140868645,78
GEAC (4th place),0.9692538102369835,78
GEAC Ensemble,0.9826447009074091,78
Nielsen & Voigt (2018),0.858250374416351,78
Alley et al. (2020),0.9088186062901947,79
"BLAST (Alley et al., corrected)",0.9063518632719584,79
"BLAST (Alley et al., original)",0.8186062901946966,79
BLAST (new),0.9063518632719584,79
GEAC (1st place),0.9786802924852436,79
GEAC (2nd place),0.9759492555721963,79
GEAC (3rd place),0.9344551140868645,79
GEAC (4th place),0.9696062020967315,79
GEAC Ensemble,0.9826447009074091,79
Nielsen & Voigt (2018),0.8589551581358471,79
Alley et al. (2020),0.9090829001850057,80
"BLAST (Alley et al., corrected)",0.9066161571667695,80
"BLAST (Alley et al., original)",0.8192229759492555,80
BLAST (new),0.9066161571667695,80
GEAC (1st place),0.9786802924852436,80
GEAC (2nd place),0.9763897453968813,80
GEAC (3rd place),0.9344551140868645,80
GEAC (4th place),0.9697823980266056,80
GEAC Ensemble,0.9826447009074091,80
Nielsen & Voigt (2018),0.8598361377852172,80
Alley et al. (2020),0.9095233900096907,81
"BLAST (Alley et al., corrected)",0.9067042551317065,81
"BLAST (Alley et al., original)",0.8197515637388776,81
BLAST (new),0.9067042551317065,81
GEAC (1st place),0.9787683904501806,81
GEAC (2nd place),0.9764778433618183,81
GEAC (3rd place),0.9344551140868645,81
GEAC (4th place),0.9700466919214166,81
GEAC Ensemble,0.9826447009074091,81
Nielsen & Voigt (2018),0.8601885296449652,81
Alley et al. (2020),0.9099638798343759,82
"BLAST (Alley et al., corrected)",0.9068804510615804,82
"BLAST (Alley et al., original)",0.8201039555986257,82
BLAST (new),0.9068804510615804,82
GEAC (1st place),0.9788564884151176,82
GEAC (2nd place),0.9765659413267553,82
GEAC (3rd place),0.9344551140868645,82
GEAC (4th place),0.9703990837811647,82
GEAC Ensemble,0.982820896837283,82
Nielsen & Voigt (2018),0.8610695092943353,82
Alley et al. (2020),0.9100519777993128,83
"BLAST (Alley et al., corrected)",0.9077614307109506,83
"BLAST (Alley et al., original)",0.8209849352479958,83
BLAST (new),0.9077614307109506,83
GEAC (1st place),0.9789445863800547,83
GEAC (2nd place),0.9765659413267553,83
GEAC (3rd place),0.9344551140868645,83
GEAC (4th place),0.9705752797110386,83
GEAC Ensemble,0.98290899480222,83
Nielsen & Voigt (2018),0.8615099991190204,83
Alley et al. (2020),0.9103162716941239,84
"BLAST (Alley et al., corrected)",0.9077614307109506,84
"BLAST (Alley et al., original)",0.8210730332129328,84
BLAST (new),0.9077614307109506,84
GEAC (1st place),0.9790326843449916,84
GEAC (2nd place),0.9767421372566294,84
GEAC (3rd place),0.9344551140868645,84
GEAC (4th place),0.9708395736058497,84
GEAC Ensemble,0.9831732886970311,84
Nielsen & Voigt (2018),0.8621266848735795,84
Alley et al. (2020),0.9106686635538719,85
"BLAST (Alley et al., corrected)",0.9080257246057616,85
"BLAST (Alley et al., original)",0.8213373271077438,85
BLAST (new),0.9080257246057616,85
GEAC (1st place),0.9792969782398027,85
GEAC (2nd place),0.9769183331865033,85
GEAC (3rd place),0.9344551140868645,85
GEAC (4th place),0.9709276715707867,85
GEAC Ensemble,0.9833494846269051,85
Nielsen & Voigt (2018),0.8628314685930755,85
Alley et al. (2020),0.91102105541362,86
"BLAST (Alley et al., corrected)",0.9083781164655097,86
"BLAST (Alley et al., original)",0.8220421108272399,86
BLAST (new),0.9083781164655097,86
GEAC (1st place),0.9792969782398027,86
GEAC (2nd place),0.9770064311514404,86
GEAC (3rd place),0.9344551140868645,86
GEAC (4th place),0.9710157695357238,86
GEAC Ensemble,0.9834375825918421,86
Nielsen & Voigt (2018),0.8634481543476346,86
Alley et al. (2020),0.911373447273368,87
"BLAST (Alley et al., corrected)",0.9087305083252577,87
"BLAST (Alley et al., original)",0.822658796581799,87
BLAST (new),0.9087305083252577,87
GEAC (1st place),0.9794731741696767,87
GEAC (2nd place),0.9770064311514404,87
GEAC (3rd place),0.9344551140868645,87
GEAC (4th place),0.9711919654655977,87
GEAC Ensemble,0.9834375825918421,87
Nielsen & Voigt (2018),0.8640648401021936,87
Alley et al. (2020),0.911725839133116,88
"BLAST (Alley et al., corrected)",0.9089067042551318,88
"BLAST (Alley et al., original)",0.823011188441547,88
BLAST (new),0.9089067042551318,88
GEAC (1st place),0.9795612721346136,88
GEAC (2nd place),0.9771826270813144,88
GEAC (3rd place),0.9344551140868645,88
GEAC (4th place),0.9714562593604088,88
GEAC Ensemble,0.9834375825918421,88
Nielsen & Voigt (2018),0.8645934278918157,88
Alley et al. (2020),0.9120782309928641,89
"BLAST (Alley et al., corrected)",0.9089948022200687,89
"BLAST (Alley et al., original)",0.823187384371421,89
BLAST (new),0.9089948022200687,89
GEAC (1st place),0.9795612721346136,89
GEAC (2nd place),0.9772707250462515,89
GEAC (3rd place),0.9344551140868645,89
GEAC (4th place),0.9716324552902827,89
GEAC Ensemble,0.9834375825918421,89
Nielsen & Voigt (2018),0.8652982116113118,89
Alley et al. (2020),0.9123425248876751,90
"BLAST (Alley et al., corrected)",0.9089948022200687,90
"BLAST (Alley et al., original)",0.823539776231169,90
BLAST (new),0.9089948022200687,90
GEAC (1st place),0.9796493700995507,90
GEAC (2nd place),0.9775350189410624,90
GEAC (3rd place),0.9344551140868645,90
GEAC (4th place),0.9718967491850938,90
GEAC Ensemble,0.9834375825918421,90
Nielsen & Voigt (2018),0.8658267994009339,90
Alley et al. (2020),0.9126949167474231,91
"BLAST (Alley et al., corrected)",0.9091709981499427,91
"BLAST (Alley et al., original)",0.8238921680909171,91
BLAST (new),0.9091709981499427,91
GEAC (1st place),0.9796493700995507,91
GEAC (2nd place),0.9776231169059995,91
GEAC (3rd place),0.9344551140868645,91
GEAC (4th place),0.9723372390097789,91
GEAC Ensemble,0.9835256805567791,91
Nielsen & Voigt (2018),0.8661791912606819,91
Alley et al. (2020),0.9129592106422342,92
"BLAST (Alley et al., corrected)",0.9091709981499427,92
"BLAST (Alley et al., original)",0.8238921680909171,92
BLAST (new),0.9091709981499427,92
GEAC (1st place),0.9797374680644877,92
GEAC (2nd place),0.9779755087657475,92
GEAC (3rd place),0.9344551140868645,92
GEAC (4th place),0.9727777288344639,92
GEAC Ensemble,0.9835256805567791,92
Nielsen & Voigt (2018),0.866795877015241,92
Alley et al. (2020),0.9134877984318562,93
"BLAST (Alley et al., corrected)",0.9093471940798168,93
"BLAST (Alley et al., original)",0.8242445599506651,93
BLAST (new),0.9093471940798168,93
GEAC (1st place),0.9800017619592988,93
GEAC (2nd place),0.9780636067306845,93
GEAC (3rd place),0.9344551140868645,93
GEAC (4th place),0.973130120694212,93
GEAC Ensemble,0.9836137785217162,93
Nielsen & Voigt (2018),0.867500660734737,93
Alley et al. (2020),0.9138401902916042,94
"BLAST (Alley et al., corrected)",0.9094352920447538,94
"BLAST (Alley et al., original)",0.8244207558805392,94
BLAST (new),0.9094352920447538,94
GEAC (1st place),0.9801779578891727,94
GEAC (2nd place),0.9782398026605585,94
GEAC (3rd place),0.9344551140868645,94
GEAC (4th place),0.973570610518897,94
GEAC Ensemble,0.9838780724165271,94
Nielsen & Voigt (2018),0.8678530525944851,94
Alley et al. (2020),0.9143687780812263,95
"BLAST (Alley et al., corrected)",0.9094352920447538,95
"BLAST (Alley et al., original)",0.8246850497753502,95
BLAST (new),0.9094352920447538,95
GEAC (1st place),0.9801779578891727,95
GEAC (2nd place),0.9783279006254956,95
GEAC (3rd place),0.9344551140868645,95
GEAC (4th place),0.973834904413708,95
GEAC Ensemble,0.9839661703814642,95
Nielsen & Voigt (2018),0.8687340322438551,95
Alley et al. (2020),0.9146330719760374,96
"BLAST (Alley et al., corrected)",0.9097876839045018,96
"BLAST (Alley et al., original)",0.8247731477402872,96
BLAST (new),0.9097876839045018,96
GEAC (1st place),0.9802660558541098,96
GEAC (2nd place),0.9784159985904326,96
GEAC (3rd place),0.9344551140868645,96
GEAC (4th place),0.974275394238393,96
GEAC Ensemble,0.9841423663113382,96
Nielsen & Voigt (2018),0.8694388159633513,96
Alley et al. (2020),0.9153378556955334,97
"BLAST (Alley et al., corrected)",0.9105805655889349,97
"BLAST (Alley et al., original)",0.8250374416350982,97
BLAST (new),0.9105805655889349,97
GEAC (1st place),0.9803541538190468,97
GEAC (2nd place),0.9785921945203065,97
GEAC (3rd place),0.9344551140868645,97
GEAC (4th place),0.9744515901682671,97
GEAC Ensemble,0.9841423663113382,97
Nielsen & Voigt (2018),0.8697031098581622,97
Alley et al. (2020),0.9155140516254074,98
"BLAST (Alley et al., corrected)",0.9107567615188089,98
"BLAST (Alley et al., original)",0.8253017355299093,98
BLAST (new),0.9107567615188089,98
GEAC (1st place),0.9803541538190468,98
GEAC (2nd place),0.9785921945203065,98
GEAC (3rd place),0.9344551140868645,98
GEAC (4th place),0.9747158840630782,98
GEAC Ensemble,0.9844947581710862,98
Nielsen & Voigt (2018),0.8703197956127213,98
Alley et al. (2020),0.9159545414500925,99
"BLAST (Alley et al., corrected)",0.9108448594837459,99
"BLAST (Alley et al., original)",0.8254779314597833,99
BLAST (new),0.9108448594837459,99
GEAC (1st place),0.9804422517839838,99
GEAC (2nd place),0.9785921945203065,99
GEAC (3rd place),0.9344551140868645,99
GEAC (4th place),0.9747158840630782,99
GEAC Ensemble,0.9845828561360233,99
Nielsen & Voigt (2018),0.8706721874724694,99
Alley et al. (2020),0.9162188353449036,100
"BLAST (Alley et al., corrected)",0.91102105541362,100
"BLAST (Alley et al., original)",0.8256541273896573,100
BLAST (new),0.91102105541362,100
GEAC (1st place),0.9805303497489208,100
GEAC (2nd place),0.9785921945203065,100
GEAC (3rd place),0.9344551140868645,100
GEAC (4th place),0.9751563738877632,100
GEAC Ensemble,0.9845828561360233,100
Nielsen & Voigt (2018),0.8713769711919654,100
Alley et al. (2020),0.9165712272046516,101
"BLAST (Alley et al., corrected)",0.911373447273368,101
"BLAST (Alley et al., original)",0.8256541273896573,101
BLAST (new),0.911373447273368,101
GEAC (1st place),0.9805303497489208,101
GEAC (2nd place),0.9785921945203065,101
GEAC (3rd place),0.9344551140868645,101
GEAC (4th place),0.9754206677825742,101
GEAC Ensemble,0.9845828561360233,101
Nielsen & Voigt (2018),0.8719936569465245,101
Alley et al. (2020),0.9166593251695886,102
"BLAST (Alley et al., corrected)",0.911373447273368,102
"BLAST (Alley et al., original)",0.8259184212844684,102
BLAST (new),0.911373447273368,102
GEAC (1st place),0.9806184477138578,102
GEAC (2nd place),0.9786802924852436,102
GEAC (3rd place),0.9344551140868645,102
GEAC (4th place),0.9754206677825742,102
GEAC Ensemble,0.9845828561360233,102
Nielsen & Voigt (2018),0.8722579508413356,102
Alley et al. (2020),0.9171879129592106,103
"BLAST (Alley et al., corrected)",0.911549643203242,103
"BLAST (Alley et al., original)",0.8262708131442164,103
BLAST (new),0.911549643203242,103
GEAC (1st place),0.9807065456787948,103
GEAC (2nd place),0.9789445863800547,103
GEAC (3rd place),0.9344551140868645,103
GEAC (4th place),0.9761254515020703,103
GEAC Ensemble,0.9845828561360233,103
Nielsen & Voigt (2018),0.8725222447361466,103
Alley et al. (2020),0.9176284027838957,104
"BLAST (Alley et al., corrected)",0.911725839133116,104
"BLAST (Alley et al., original)",0.8266232050039644,104
BLAST (new),0.911725839133116,104
GEAC (1st place),0.9807946436437318,104
GEAC (2nd place),0.9792969782398027,104
GEAC (3rd place),0.9344551140868645,104
GEAC (4th place),0.9763897453968813,104
GEAC Ensemble,0.9845828561360233,104
Nielsen & Voigt (2018),0.8733151264205797,104
Alley et al. (2020),0.9180688926085807,105
"BLAST (Alley et al., corrected)",0.9119020350629901,105
"BLAST (Alley et al., original)",0.8267113029689014,105
BLAST (new),0.9119020350629901,105
GEAC (1st place),0.9811470355034799,105
GEAC (2nd place),0.9793850762047397,105
GEAC (3rd place),0.9344551140868645,105
GEAC (4th place),0.9763897453968813,105
GEAC Ensemble,0.9846709541009603,105
Nielsen & Voigt (2018),0.8738437142102018,105
Alley et al. (2020),0.9181569905735177,106
"BLAST (Alley et al., corrected)",0.912166328957801,106
"BLAST (Alley et al., original)",0.8269755968637125,106
BLAST (new),0.912166328957801,106
GEAC (1st place),0.9811470355034799,106
GEAC (2nd place),0.9795612721346136,106
GEAC (3rd place),0.9344551140868645,106
GEAC (4th place),0.9769183331865033,106
GEAC Ensemble,0.9848471500308343,106
Nielsen & Voigt (2018),0.8746365958946348,106
Alley et al. (2020),0.9185974803982028,107
"BLAST (Alley et al., corrected)",0.9123425248876751,107
"BLAST (Alley et al., original)",0.8270636948286495,107
BLAST (new),0.9123425248876751,107
